SMILES
CSCC[C@H](CO)NC(=O)Cc1c(C)n[nH]c1-c1ccc(F)cc1
Cc1ccccc1-c1[nH]ncc1N
CC(=O)n1nc(C(F)(F)C(F)(F)C(F)(F)F)c(Br)c1-c1ccccc1
COc1cccc(-c2c(N)cnn2CCO)c1
CC(=O)n1nc(C)cc1-c1ccccc1
CCN(CCO)Cc1cn[nH]c1-c1ccc(C)c(C)c1
Nc1n[nH]c(-c2cccc(F)c2)c1I
Cn1nccc1-c1cccc(C(=O)O)c1
CCN(CC)CC(=O)N(C)c1cc(-c2ccccc2C)[nH]n1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc(-c2ccccc2)[nH]n1
CC(C)n1nccc1-c1ccc(S(C)(=O)=O)cc1
CC(C)[C@H](NC(=O)c1cc(-c2ccccc2)n(C)n1)C(=O)N(C)C
CCn1nccc1-c1cc(C(N)=O)ccc1OC
COCCCNC(=O)c1cc(-c2cccc(OC)c2)[nH]n1
CCc1ccc(OC)c(-c2cc(C(=O)O)n[nH]2)c1
Cn1ncc(C=O)c1-c1ccc(Br)cc1
CC(C)Cc1ccc(-c2cc(C(=O)O)n[nH]2)cc1
CC(C)CNC(=O)c1cn[nH]c1-c1ccccc1
COc1ccc(-c2cc(C(=O)O)nn2C)cc1OC
CC(C)(C)n1ncc(Br)c1-c1ccccc1
COC(=O)c1cc(-c2ccc(Cl)c(Cl)c2)[nH]n1
CC(=O)n1nc(C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1-c1ccccc1
CC[C@@H](C)[C@H](CO)NC(=O)Cc1c(C)n[nH]c1-c1ccc(F)cc1
Cc1ccc(-c2[nH]ncc2C(=O)O)c(C)c1
CCCCNC(=O)c1cn[nH]c1-c1ccc([N+](=O)[O-])cc1
CCS(=O)(=O)CCN(C)c1cc(-c2ccccc2)[nH]n1
Nc1cc(-c2ccccc2Br)[nH]n1
NC(C(=O)O)c1cnn(O)c1-c1ccccc1
CC(=O)N[C@@H](Cc1ccc(-c2ccnn2C)cc1)C(=O)O
COc1ccc(-c2cc(CN)n[nH]2)cc1
CC(=O)n1nc(C(F)(F)C(F)(F)C(F)(F)F)c([N+](=O)[O-])c1-c1ccccc1
